Class;Units;Avg_Mass (kg);Avg_Purchase;Purchase_Min;Purchase_Max;Start_date;End_date;Year;Month
B2;288.0;23.28;65.56;65.26;62.06;2019/01/28;2019/02/03;2019;2
B3;41.0;27.17;66.26;66.24;58.64;2019/01/28;2019/02/03;2019;2
C2;1436.0;24.3;62.47;62.58;56.58;2019/01/28;2019/02/03;2019;2
C3;157.0;27.91;63.34;62.85;59.12;2019/01/28;2019/02/03;2019;2
P;3433.0;50.07;31.24;29.61;33.01;2019/01/28;2019/02/03;2019;2
O;199.0;49.63;31.32;28.63;32.81;2019/01/28;2019/02/03;2019;2
R;54.0;50.65;27.65;17.35;32.24;2019/01/28;2019/02/03;2019;2
C;13.0;50.25;28.87;20.5;33.69;2019/01/28;2019/02/03;2019;2
U;6.0;52.43;27.71;20.5;31.36;2019/01/28;2019/02/03;2019;2
S;20.0;51.14;29.05;20.0;31.0;2019/01/28;2019/02/03;2019;2
P;3418.0;60.82;30.41;29.72;32.34;2019/01/28;2019/02/03;2019;2
O;362.0;62.3;30.27;29.26;32.11;2019/01/28;2019/02/03;2019;2
R;34.0;60.24;30.0;25.95;33.3;2019/01/28;2019/02/03;2019;2
C;11.0;63.84;27.1;21.71;30.48;2019/01/28;2019/02/03;2019;2
U;6.0;60.25;24.16;22.0;29.1;2019/01/28;2019/02/03;2019;2
S;5.0;62.2;25.28;22.0;26.11;2019/01/28;2019/02/03;2019;2
P;8495.0;73.3;29.9;28.09;32.22;2019/01/28;2019/02/03;2019;2
O;3920.0;75.57;29.86;27.63;32.37;2019/01/28;2019/02/03;2019;2
R;433.0;76.78;28.3;26.45;31.13;2019/01/28;2019/02/03;2019;2
C;53.0;73.4;26.68;21.71;29.82;2019/01/28;2019/02/03;2019;2
U;20.0;75.04;25.55;22.0;26.89;2019/01/28;2019/02/03;2019;2
S;17.0;78.82;21.44;19.85;24.53;2019/01/28;2019/02/03;2019;2
P;3030.0;85.29;27.18;24.5;28.51;2019/01/28;2019/02/03;2019;2
O;4843.0;87.35;27.51;26.48;28.59;2019/01/28;2019/02/03;2019;2
R;945.0;56.36;26.44;25.18;27.99;2019/01/28;2019/02/03;2019;2
C;75.0;86.07;24.31;21.13;28.13;2019/01/28;2019/02/03;2019;2
U;25.0;88.73;24.77;20.14;28.0;2019/01/28;2019/02/03;2019;2
S;15.0;94.37;25.54;20.17;28.0;2019/01/28;2019/02/03;2019;2
A2;13167.0;266.13;48.92;49.75;48.22;2018/12/10;2018/12/16;2018;12
A3;1289.0;285.48;48.84;49.94;48.73;2018/12/10;2018/12/16;2018;12
AB2;903.0;268.02;47.64;48.59;46.76;2018/12/10;2018/12/16;2018;12
AB3;132.0;292.91;47.04;48.61;45.87;2018/12/10;2018/12/16;2018;12
B2;619.0;259.41;45.11;46.2;43.72;2018/12/10;2018/12/16;2018;12
B3;130.0;278.51;44.66;46.48;43.61;2018/12/10;2018/12/16;2018;12
C2;1082.0;256.82;43.95;44.69;42.04;2018/12/10;2018/12/16;2018;12
C3;468.0;281.68;44.74;45.74;43.43;2018/12/10;2018/12/16;2018;12
A0;100.0;14.0;58.11;57.12;53.53;2018/12/10;2018/12/16;2018;12
A1;613.0;14.8;82.94;74.83;66.6;2018/12/10;2018/12/16;2018;12
A2;10576.0;21.69;85.61;74.54;70.34;2018/12/10;2018/12/16;2018;12
A3;2349.0;24.08;85.43;74.17;69.71;2018/12/10;2018/12/16;2018;12
A4;544.0;25.5;77.28;65.83;61.23;2018/12/10;2018/12/16;2018;12
A5;85.0;25.74;71.7;64.0;52.44;2018/12/10;2018/12/16;2018;12
A6;61.0;24.62;67.38;56.01;51.01;2018/12/10;2018/12/16;2018;12
AB2;72.0;21.82;78.93;77.29;60.93;2018/12/10;2018/12/16;2018;12
AB3;30.0;23.46;78.68;78.6;66.35;2018/12/10;2018/12/16;2018;12
B2;47.0;22.1;60.38;60.47;56.68;2018/12/10;2018/12/16;2018;12
B3;8.0;25.85;60.09;60.3;54.44;2018/12/10;2018/12/16;2018;12
C2;996.0;23.33;64.93;63.86;57.88;2018/12/10;2018/12/16;2018;12
C3;146.0;27.17;64.08;62.79;55.07;2018/12/10;2018/12/16;2018;12
P;2558.0;51.62;31.97;29.84;33.46;2018/12/10;2018/12/16;2018;12
O;245.0;50.04;31.82;28.8;32.96;2018/12/10;2018/12/16;2018;12
R;35.0;48.29;30.26;26.43;33.0;2018/12/10;2018/12/16;2018;12
C;4.0;49.2;29.93;25.0;31.5;2018/12/10;2018/12/16;2018;12
U;1.0;56.3;31.5;31.5;31.5;2018/12/10;2018/12/16;2018;12
S;18.0;51.11;30.94;28.75;35.0;2018/12/10;2018/12/16;2018;12
P;652.0;61.29;31.51;28.04;33.47;2018/12/10;2018/12/16;2018;12
O;78.0;61.57;31.53;28.21;33.5;2018/12/10;2018/12/16;2018;12
R;5.0;60.83;29.91;27.66;30.5;2018/12/10;2018/12/16;2018;12
P;7737.0;73.51;29.87;27.34;32.54;2018/12/10;2018/12/16;2018;12
O;2798.0;75.39;29.76;27.48;32.28;2018/12/10;2018/12/16;2018;12
R;290.0;88.59;28.06;26.84;32.28;2018/12/10;2018/12/16;2018;12
C;40.0;77.58;26.02;22.13;31.91;2018/12/10;2018/12/16;2018;12
U;11.0;75.54;28.04;21.65;30.71;2018/12/10;2018/12/16;2018;12
S;8.0;79.02;26.09;18.65;31.23;2018/12/10;2018/12/16;2018;12
P;2142.0;86.23;26.56;22.49;28.25;2018/12/10;2018/12/16;2018;12
O;2228.0;87.16;26.85;23.19;29.15;2018/12/10;2018/12/16;2018;12
R;406.0;88.39;27.0;26.3;29.12;2018/12/10;2018/12/16;2018;12
C;61.0;89.62;22.32;21.99;23.61;2018/12/10;2018/12/16;2018;12
U;6.0;91.95;22.98;21.03;29.2;2018/12/10;2018/12/16;2018;12
S;2.0;99.72;18.0;18.0;18.0;2018/12/10;2018/12/16;2018;12
BP;6878.0;72.53;26.81;22.3;30.5;2016/12/19;2016/12/25;2016;12
BO;2950.0;74.86;26.82;22.3;30.5;2016/12/19;2016/12/25;2016;12
BR;324.0;76.89;26.26;25.05;29.5;2016/12/19;2016/12/25;2016;12
BC;33.0;78.91;24.56;21.03;29.0;2016/12/19;2016/12/25;2016;12
BU;6.0;76.0;24.75;20.07;26.0;2016/12/19;2016/12/25;2016;12
BS;10.0;76.29;22.24;14.0;26.0;2016/12/19;2016/12/25;2016;12
PP;3756.0;50.63;28.48;22.5;32.44;2016/12/19;2016/12/25;2016;12
PO;244.0;49.51;28.39;22.92;32.13;2016/12/19;2016/12/25;2016;12
PR;42.0;46.37;27.69;23.69;30.5;2016/12/19;2016/12/25;2016;12
PC;9.0;45.42;27.78;25.28;30.5;2016/12/19;2016/12/25;2016;12
PU;2.0;51.95;23.19;17.0;30.0;2016/12/19;2016/12/25;2016;12
PS;4.0;46.85;23.73;11.0;27.5;2016/12/19;2016/12/25;2016;12
SAS;35.0;125.38;15.64;6.0;21.0;2016/12/19;2016/12/25;2016;12
HP;3105.0;83.23;26.11;24.06;28.96;2016/12/19;2016/12/25;2016;12
HO;2426.0;85.55;25.9;22.3;29.0;2016/12/19;2016/12/25;2016;12
HR;434.0;86.23;25.06;22.78;28.5;2016/12/19;2016/12/25;2016;12
HC;35.0;85.01;20.34;13.78;25.5;2016/12/19;2016/12/25;2016;12
HU;13.0;85.35;21.53;18.02;25.5;2016/12/19;2016/12/25;2016;12
HS;8.0;88.5;17.11;9.4;25.5;2016/12/19;2016/12/25;2016;12
CP;3147.0;61.37;27.84;25.86;31.2;2016/12/19;2016/12/25;2016;12
CO;759.0;62.53;27.62;26.9;30.99;2016/12/19;2016/12/25;2016;12
CR;88.0;59.8;26.84;21.33;28.5;2016/12/19;2016/12/25;2016;12
CC;4.0;57.05;22.26;17.5;27.5;2016/12/19;2016/12/25;2016;12
CU;7.0;60.2;27.5;27.5;27.5;2016/12/19;2016/12/25;2016;12
CS;3.0;64.5;27.5;27.5;27.5;2016/12/19;2016/12/25;2016;12
SAS;676.0;158.9;17.95;15.31;20.8;2016/12/19;2016/12/25;2016;12
A2;9399.0;265.66;47.87;48.58;43.86;2018/12/17;2018/12/23;2018;12
A3;1281.0;281.89;48.78;49.88;48.28;2018/12/17;2018/12/23;2018;12
AB2;583.0;274.19;47.8;49.2;46.56;2018/12/17;2018/12/23;2018;12
AB3;108.0;283.16;47.3;48.98;46.55;2018/12/17;2018/12/23;2018;12
B2;399.0;268.53;44.9;45.52;43.04;2018/12/17;2018/12/23;2018;12
B3;118.0;275.92;45.0;45.92;44.78;2018/12/17;2018/12/23;2018;12
C2;642.0;260.69;43.61;43.95;41.75;2018/12/17;2018/12/23;2018;12
C3;209.0;280.56;45.7;45.51;43.77;2018/12/17;2018/12/23;2018;12
A0;18.0;16.13;59.17;61.25;45.0;2018/12/17;2018/12/23;2018;12
A1;175.0;17.72;76.5;78.4;70.83;2018/12/17;2018/12/23;2018;12
A2;7420.0;22.37;83.92;75.46;70.84;2018/12/17;2018/12/23;2018;12
A3;1464.0;24.55;83.57;73.7;70.19;2018/12/17;2018/12/23;2018;12
A4;248.0;25.28;74.88;65.26;61.7;2018/12/17;2018/12/23;2018;12
A5;30.0;25.07;69.5;61.41;52.73;2018/12/17;2018/12/23;2018;12
A6;16.0;26.6;69.55;62.84;51.12;2018/12/17;2018/12/23;2018;12
AB2;178.0;23.32;74.98;75.94;63.12;2018/12/17;2018/12/23;2018;12
AB3;23.0;28.19;69.13;71.11;60.09;2018/12/17;2018/12/23;2018;12
B2;68.0;24.3;65.63;70.17;68.73;2018/12/17;2018/12/23;2018;12
B3;29.0;29.15;61.06;60.86;60.0;2018/12/17;2018/12/23;2018;12
C2;697.0;23.19;61.46;62.4;59.06;2018/12/17;2018/12/23;2018;12
C3;223.0;27.32;60.77;61.42;57.89;2018/12/17;2018/12/23;2018;12
P;1739.0;51.81;32.04;29.72;34.19;2018/12/17;2018/12/23;2018;12
O;138.0;48.09;32.09;29.39;34.23;2018/12/17;2018/12/23;2018;12
R;29.0;46.25;32.46;25.75;34.8;2018/12/17;2018/12/23;2018;12
C;5.0;50.98;29.52;21.0;33.49;2018/12/17;2018/12/23;2018;12
U;2.0;47.8;28.0;28.0;28.0;2018/12/17;2018/12/23;2018;12
P;1866.0;61.69;30.56;29.63;33.21;2018/12/17;2018/12/23;2018;12
O;183.0;62.99;30.72;29.92;33.48;2018/12/17;2018/12/23;2018;12
R;2.0;59.3;29.8;29.8;29.8;2018/12/17;2018/12/23;2018;12
P;4890.0;72.89;30.17;27.99;32.14;2018/12/17;2018/12/23;2018;12
O;1426.0;75.48;30.27;28.33;32.39;2018/12/17;2018/12/23;2018;12
R;98.0;77.12;29.51;26.1;31.95;2018/12/17;2018/12/23;2018;12
C;20.0;75.38;30.26;24.0;32.17;2018/12/17;2018/12/23;2018;12
U;3.0;80.47;24.3;20.5;32.0;2018/12/17;2018/12/23;2018;12
S;4.0;73.35;21.17;19.4;25.0;2018/12/17;2018/12/23;2018;12
P;775.0;83.23;26.67;21.21;28.28;2018/12/17;2018/12/23;2018;12
O;889.0;85.28;27.78;26.8;28.28;2018/12/17;2018/12/23;2018;12
R;103.0;88.29;27.97;27.38;28.38;2018/12/17;2018/12/23;2018;12
C;5.0;90.68;26.4;26.2;26.74;2018/12/17;2018/12/23;2018;12
U;2.0;80.8;28.95;28.95;28.95;2018/12/17;2018/12/23;2018;12
S;3.0;98.0;27.3;27.0;28.0;2018/12/17;2018/12/23;2018;12
A2;10011.0;27547.0;5188.0;5701.0;5429.0;2018/12/24;2018/12/30;2018;12
A3;609.0;28974.0;5104.0;5558.0;5332.0;2018/12/24;2018/12/30;2018;12
AB2;804.0;28112.0;5054.0;5271.0;5117.0;2018/12/24;2018/12/30;2018;12
AB3;140.0;30345.0;5042.0;5253.0;5144.0;2018/12/24;2018/12/30;2018;12
B2;402.0;29557.0;4594.0;4825.0;4596.0;2018/12/24;2018/12/30;2018;12
B3;138.0;33891.0;4578.0;4900.0;4600.0;2018/12/24;2018/12/30;2018;12
C2;421.0;26832.0;4549.0;4795.0;4510.0;2018/12/24;2018/12/30;2018;12
C3;97.0;30954.0;4453.0;4724.0;4423.0;2018/12/24;2018/12/30;2018;12
BP;6860.0;72.4163;22.98;21.5;26.0;2016/02/08;2016/02/14;2016;2
BO;3234.0;73.8796;23.16;21.5;24.0;2016/02/08;2016/02/14;2016;2
BR;351.0;75.5633;22.46;15.0;23.26;2016/02/08;2016/02/14;2016;2
BC;34.0;77.2288;19.84;15.0;22.26;2016/02/08;2016/02/14;2016;2
BU;8.0;77.45;17.87;17.64;19.4;2016/02/08;2016/02/14;2016;2
BS;5.0;70.4;23.5;23.5;23.5;2016/02/08;2016/02/14;2016;2
PP;1352.0;48.87;24.06;21.0;27.16;2016/02/08;2016/02/14;2016;2
PO;160.0;50.49;23.45;20.0;27.2;2016/02/08;2016/02/14;2016;2
PR;25.0;49.63;21.72;19.6;23.5;2016/02/08;2016/02/14;2016;2
PC;24.0;58.4479;25.3;18.0;27.0;2016/02/08;2016/02/14;2016;2
SAS;92.0;131.41;13.11;8.0;17.0;2016/02/08;2016/02/14;2016;2
HP;2593.0;85.18;22.91;22.0;24.0;2016/02/08;2016/02/14;2016;2
HO;2857.0;86.7432;23.09;22.0;24.0;2016/02/08;2016/02/14;2016;2
HR;736.0;88.92;22.46;21.4;24.0;2016/02/08;2016/02/14;2016;2
HC;60.0;90.46;18.34;15.0;20.5;2016/02/08;2016/02/14;2016;2
HU;8.0;91.91;16.17;13.0;18.21;2016/02/08;2016/02/14;2016;2
HS;4.0;90.97;12.39;9.4;15.5;2016/02/08;2016/02/14;2016;2
CP;779.0;60.2;23.9;10.0;25.63;2016/02/08;2016/02/14;2016;2
CO;108.0;60.95;23.73;10.0;24.69;2016/02/08;2016/02/14;2016;2
CR;21.0;56.54;20.59;10.0;22.42;2016/02/08;2016/02/14;2016;2
CC;3.0;52.43;16.71;10.0;18.36;2016/02/08;2016/02/14;2016;2
SAU;292.0;341.81;14.84;13.5;17.0;2016/02/08;2016/02/14;2016;2
P;1975.0;5170.0;2863.0;2632.0;2959.0;2018/02/05;2018/02/11;2018;2
O;71.0;4817.0;2767.0;2370.0;3111.0;2018/02/05;2018/02/11;2018;2
R;15.0;4803.0;2583.0;2238.0;2900.0;2018/02/05;2018/02/11;2018;2
C;6.0;4585.0;2766.0;2550.0;2850.0;2018/02/05;2018/02/11;2018;2
U;4.0;4575.0;2277.0;1841.0;2400.0;2018/02/05;2018/02/11;2018;2
S;8.0;13654.0;2014.0;1950.0;2525.0;2018/02/05;2018/02/11;2018;2
P;1400.0;7351.0;2779.0;2681.0;2887.0;2018/02/05;2018/02/11;2018;2
O;167.0;8527.0;2790.0;2697.0;2938.0;2018/02/05;2018/02/11;2018;2
R;17.0;6180.0;2649.0;2533.0;2680.0;2018/02/05;2018/02/11;2018;2
C;4.0;6428.0;2278.0;2163.0;2610.0;2018/02/05;2018/02/11;2018;2
U;2.0;6250.0;2248.0;2050.0;2450.0;2018/02/05;2018/02/11;2018;2
S;1.0;6700.0;2150.0;2150.0;2150.0;2018/02/05;2018/02/11;2018;2
P;7081.0;7350.0;2707.0;2535.0;2823.0;2018/02/05;2018/02/11;2018;2
O;2408.0;7560.0;2717.0;2583.0;2815.0;2018/02/05;2018/02/11;2018;2
R;197.0;7656.0;2647.0;2469.0;2812.0;2018/02/05;2018/02/11;2018;2
C;14.0;7363.0;2624.0;2433.0;2900.0;2018/02/05;2018/02/11;2018;2
U;5.0;7612.0;2414.0;2150.0;2612.0;2018/02/05;2018/02/11;2018;2
S;6.0;7972.0;2074.0;1840.0;2200.0;2018/02/05;2018/02/11;2018;2
P;3318.0;8544.0;2572.0;2395.0;2770.0;2018/02/05;2018/02/11;2018;2
O;3841.0;8784.0;2612.0;2462.0;2750.0;2018/02/05;2018/02/11;2018;2
R;500.0;8974.0;2500.0;2454.0;2536.0;2018/02/05;2018/02/11;2018;2
C;18.0;9016.0;2354.0;2254.0;2500.0;2018/02/05;2018/02/11;2018;2
U;4.0;8759.0;2187.0;2000.0;2500.0;2018/02/05;2018/02/11;2018;2
S;3.0;8310.0;2500.0;2500.0;2500.0;2018/02/05;2018/02/11;2018;2
BP;7535.0;71.75;27.21;22.3;30.0;2017/02/06;2017/02/12;2017;2
BO;2549.0;72.3;27.49;22.3;29.5;2017/02/06;2017/02/12;2017;2
BR;232.0;73.13;26.49;23.65;29.5;2017/02/06;2017/02/12;2017;2
BC;24.0;74.57;25.64;20.93;29.5;2017/02/06;2017/02/12;2017;2
BU;7.0;72.01;20.23;10.0;30.0;2017/02/06;2017/02/12;2017;2
BS;3.0;68.63;25.58;24.0;26.5;2017/02/06;2017/02/12;2017;2
PP;3034.0;51.92;28.88;22.5;31.5;2017/02/06;2017/02/12;2017;2
PO;172.0;50.56;28.77;26.5;31.5;2017/02/06;2017/02/12;2017;2
PR;21.0;51.24;28.26;25.5;28.5;2017/02/06;2017/02/12;2017;2
PC;5.0;45.56;24.61;19.0;28.0;2017/02/06;2017/02/12;2017;2
PS;5.0;54.64;17.5;17.5;17.5;2017/02/06;2017/02/12;2017;2
SAB;104.0;132.41;15.3;6.0;20.69;2017/02/06;2017/02/12;2017;2
HP;4770.0;84.91;26.35;22.3;29.5;2017/02/06;2017/02/12;2017;2
HO;3560.0;87.14;26.45;22.3;29.12;2017/02/06;2017/02/12;2017;2
HR;507.0;87.95;25.64;24.26;27.6;2017/02/06;2017/02/12;2017;2
HC;55.0;87.57;21.75;18.93;27.3;2017/02/06;2017/02/12;2017;2
HU;3.0;85.1;20.1;13.0;27.3;2017/02/06;2017/02/12;2017;2
HS;11.0;88.85;18.36;9.4;27.3;2017/02/06;2017/02/12;2017;2
CP;2689.0;63.41;27.76;25.19;28.58;2017/02/06;2017/02/12;2017;2
CO;311.0;62.99;28.24;26.4;29.98;2017/02/06;2017/02/12;2017;2
CR;27.0;62.22;28.07;22.69;28.5;2017/02/06;2017/02/12;2017;2
CC;6.0;64.37;19.91;16.0;27.6;2017/02/06;2017/02/12;2017;2
SAS;608.0;151.1;18.02;16.0;20.0;2017/02/06;2017/02/12;2017;2
BP;7495.0;73.0158;23.19;22.0;26.0;2016/02/15;2016/02/21;2016;2
BO;3962.0;74.203;23.31;21.99;24.0;2016/02/15;2016/02/21;2016;2
BR;499.0;75.0803;22.61;15.2;23.5;2016/02/15;2016/02/21;2016;2
BC;57.0;74.1375;19.48;13.3;22.74;2016/02/15;2016/02/21;2016;2
BU;8.0;75.1475;17.03;13.0;21.0;2016/02/15;2016/02/21;2016;2
BS;6.0;77.74;18.32;13.0;23.5;2016/02/15;2016/02/21;2016;2
PP;1030.0;50.36;23.37;21.91;25.0;2016/02/15;2016/02/21;2016;2
PO;167.0;52.15;23.35;21.48;25.0;2016/02/15;2016/02/21;2016;2
PR;30.0;48.6;22.07;21.1;24.12;2016/02/15;2016/02/21;2016;2
PC;6.0;45.5333;19.62;13.0;21.0;2016/02/15;2016/02/21;2016;2
SAU;92.0;131.41;13.11;8.0;17.0;2016/02/15;2016/02/21;2016;2
HP;2817.0;86.24;23.3;22.0;24.0;2016/02/15;2016/02/21;2016;2
HO;3348.0;87.6299;23.35;22.0;23.74;2016/02/15;2016/02/21;2016;2
HR;742.0;89.03;22.89;21.5;23.5;2016/02/15;2016/02/21;2016;2
HC;1074.0;89.85;18.07;18.0;20.0;2016/02/15;2016/02/21;2016;2
HU;15.0;90.71;17.33;16.0;17.53;2016/02/15;2016/02/21;2016;2
HS;5.0;60.48;13.88;9.4;14.2;2016/02/15;2016/02/21;2016;2
CP;579.0;60.12;23.41;10.0;26.0;2016/02/15;2016/02/21;2016;2
CO;108.0;61.23;23.57;23.38;24.0;2016/02/15;2016/02/21;2016;2
CR;18.0;55.43;22.03;10.0;23.58;2016/02/15;2016/02/21;2016;2
CC;7.0;58.01;18.98;14.0;20.73;2016/02/15;2016/02/21;2016;2
CU;2.0;55.0;13.0;13.0;13.0;2016/02/15;2016/02/21;2016;2
CS;2.0;41.25;17.71;10.0;20.0;2016/02/15;2016/02/21;2016;2
SAS;370.0;146.323;15.93;14.13;17.0;2016/02/15;2016/02/21;2016;2
P;1490.0;5106.0;2889.0;2637.0;3008.0;2018/02/12;2018/02/18;2018;2
O;71.0;6536.0;2385.0;1795.0;2950.0;2018/02/12;2018/02/18;2018;2
R;31.0;4659.0;2512.0;2117.0;2900.0;2018/02/12;2018/02/18;2018;2
C;8.0;4889.0;2387.0;1600.0;2700.0;2018/02/12;2018/02/18;2018;2
U;1.0;4730.0;2450.0;2450.0;2450.0;2018/02/12;2018/02/18;2018;2
S;5.0;2808.0;1950.0;1950.0;1950.0;2018/02/12;2018/02/18;2018;2
P;1086.0;6149.0;2794.0;2698.0;2942.0;2018/02/12;2018/02/18;2018;2
O;175.0;6228.0;2797.0;2700.0;2954.0;2018/02/12;2018/02/18;2018;2
R;22.0;6404.0;2331.0;2063.0;2680.0;2018/02/12;2018/02/18;2018;2
C;2.0;6570.0;2116.0;1600.0;2610.0;2018/02/12;2018/02/18;2018;2
U;3.0;5997.0;2472.0;2150.0;2700.0;2018/02/12;2018/02/18;2018;2
S;3.0;6110.0;2350.0;2350.0;2350.0;2018/02/12;2018/02/18;2018;2
P;6734.0;7397.0;2698.0;2537.0;2789.0;2018/02/12;2018/02/18;2018;2
O;2047.0;7519.0;2710.0;2552.0;2783.0;2018/02/12;2018/02/18;2018;2
R;158.0;7557.0;2663.0;2569.0;2755.0;2018/02/12;2018/02/18;2018;2
C;26.0;7593.0;2179.0;1722.0;2712.0;2018/02/12;2018/02/18;2018;2
U;10.0;678.0;2135.0;2135.0;2135.0;2018/02/12;2018/02/18;2018;2
S;17.0;8848.0;2298.0;2000.0;2775.0;2018/02/12;2018/02/18;2018;2
P;5222.0;8665.0;2647.0;2442.0;2740.0;2018/02/12;2018/02/18;2018;2
O;5039.0;8848.0;2642.0;2421.0;2757.0;2018/02/12;2018/02/18;2018;2
R;849.0;9006.0;2561.0;2451.0;2675.0;2018/02/12;2018/02/18;2018;2
C;74.0;9086.0;2320.0;2168.0;2547.0;2018/02/12;2018/02/18;2018;2
U;9.0;9227.0;2128.0;1926.0;2500.0;2018/02/12;2018/02/18;2018;2
S;8.0;8963.0;2152.0;1900.0;2500.0;2018/02/12;2018/02/18;2018;2
BP;6781.0;74.09;27.02;22.3;29.22;2017/02/13;2017/02/19;2017;2
BO;2600.0;74.76;27.46;22.3;30.0;2017/02/13;2017/02/19;2017;2
BR;253.0;77.35;26.49;24.95;30.0;2017/02/13;2017/02/19;2017;2
BC;19.0;76.59;23.39;20.53;27.6;2017/02/13;2017/02/19;2017;2
BU;4.0;72.73;24.57;19.64;27.6;2017/02/13;2017/02/19;2017;2
BS;2.0;96.6;26.5;26.5;26.5;2017/02/13;2017/02/19;2017;2
PP;1902.0;52.03;28.74;22.5;29.5;2017/02/13;2017/02/19;2017;2
PO;150.0;51.26;28.63;22.72;29.6;2017/02/13;2017/02/19;2017;2
PR;12.0;48.8;27.07;25.5;29.5;2017/02/13;2017/02/19;2017;2
PC;8.0;50.6;25.72;19.5;29.5;2017/02/13;2017/02/19;2017;2
PU;1.0;50.8;10.0;10.0;10.0;2017/02/13;2017/02/19;2017;2
PS;1.0;49.45;10.0;10.0;10.0;2017/02/13;2017/02/19;2017;2
SAB;154.0;123.69;13.82;8.0;20.03;2017/02/13;2017/02/19;2017;2
HP;3324.0;86.53;25.74;24.32;29.5;2017/02/13;2017/02/19;2017;2
HO;2730.0;87.87;25.97;22.3;29.12;2017/02/13;2017/02/19;2017;2
HR;494.0;88.55;24.71;20.9;27.6;2017/02/13;2017/02/19;2017;2
HC;53.0;88.51;20.21;16.32;27.3;2017/02/13;2017/02/19;2017;2
HU;10.0;86.6;20.34;14.0;27.3;2017/02/13;2017/02/19;2017;2
HS;12.0;90.49;11.38;9.4;27.3;2017/02/13;2017/02/19;2017;2
CP;2022.0;61.69;28.01;24.17;30.0;2017/02/13;2017/02/19;2017;2
CO;210.0;63.18;27.99;22.4;28.5;2017/02/13;2017/02/19;2017;2
CR;29.0;60.98;27.39;25.06;28.5;2017/02/13;2017/02/19;2017;2
CC;2.0;61.0;25.62;25.62;25.62;2017/02/13;2017/02/19;2017;2
CS;2.0;18.9;17.5;17.5;17.5;2017/02/13;2017/02/19;2017;2
SAS;620.0;144.99;17.6;16.0;20.55;2017/02/13;2017/02/19;2017;2
BC;40.0;75.2263;19.42;13.3;23.88;2016/02/22;2016/02/29;2016;2
BO;2842.0;73.8852;23.56;23.0;24.34;2016/02/22;2016/02/29;2016;2
BP;6160.0;72.2547;23.56;22.86;26.0;2016/02/22;2016/02/29;2016;2
BR;357.0;75.6324;22.71;15.2;23.63;2016/02/22;2016/02/29;2016;2
BS;3.0;85.37;18.69;18.0;19.0;2016/02/22;2016/02/29;2016;2
BU;6.0;68.3967;19.51;17.19;21.0;2016/02/22;2016/02/29;2016;2
PC;3.0;44.9;20.55;20.0;21.0;2016/02/22;2016/02/29;2016;2
PO;173.0;50.26;24.19;20.67;27.2;2016/02/22;2016/02/29;2016;2
PP;1038.0;49.51;24.93;19.83;27.17;2016/02/22;2016/02/29;2016;2
PR;22.0;48.87;22.42;17.0;24.2;2016/02/22;2016/02/29;2016;2
HP;2840.0;85.837;23.3;22.5;24.0;2016/02/22;2016/02/29;2016;2
HO;3293.0;87.1501;23.41;22.5;23.74;2016/02/22;2016/02/29;2016;2
HR;789.0;88.5475;22.85;21.9;23.5;2016/02/22;2016/02/29;2016;2
HC;102.0;90.4466;18.91;18.0;20.5;2016/02/22;2016/02/29;2016;2
HS;5.0;91.89;14.81;14.2;16.5;2016/02/22;2016/02/29;2016;2
CP;1097.0;61.05;24.03;23.15;25.0;2016/02/22;2016/02/29;2016;2
CO;175.0;61.32;23.78;15.2;25.0;2016/02/22;2016/02/29;2016;2
CR;19.0;60.98;22.47;22.0;23.58;2016/02/22;2016/02/29;2016;2
CC;3.0;59.0;20.17;19.0;20.73;2016/02/22;2016/02/29;2016;2
CU;2.0;55.0;13.0;13.0;13.0;2016/02/22;2016/02/29;2016;2
SAB;41.0;135.03;12.65;3.0;17.5;2016/02/22;2016/02/29;2016;2
SAS;393.0;1040.72;13.66;12.0;17.81;2016/02/22;2016/02/29;2016;2
P;1612.0;5184.0;2863.0;2640.0;2928.0;2018/02/19;2018/02/25;2018;2
O;134.0;4769.0;2854.0;2531.0;3050.0;2018/02/19;2018/02/25;2018;2
R;40.0;4723.0;2620.0;2169.0;2840.0;2018/02/19;2018/02/25;2018;2
C;3.0;4330.0;2545.0;2150.0;2700.0;2018/02/19;2018/02/25;2018;2
U;4.0;5378.0;2456.0;1950.0;2800.0;2018/02/19;2018/02/25;2018;2
S;7.0;4123.0;2201.0;1900.0;2800.0;2018/02/19;2018/02/25;2018;2
P;1441.0;6166.0;2770.0;2686.0;2858.0;2018/02/19;2018/02/25;2018;2
O;176.0;6224.0;2780.0;2699.0;2889.0;2018/02/19;2018/02/25;2018;2
R;11.0;6257.0;2686.0;2670.0;2766.0;2018/02/19;2018/02/25;2018;2
C;1.0;6330.0;2610.0;2610.0;2610.0;2018/02/19;2018/02/25;2018;2
S;1.0;6210.0;2610.0;2610.0;2610.0;2018/02/19;2018/02/25;2018;2
P;8466.0;7471.0;2693.0;2512.0;2804.0;2018/02/19;2018/02/25;2018;2
O;2337.0;7629.0;2702.0;2532.0;2804.0;2018/02/19;2018/02/25;2018;2
R;256.0;7777.0;2635.0;2530.0;2713.0;2018/02/19;2018/02/25;2018;2
C;31.0;7488.0;2396.0;2145.0;2700.0;2018/02/19;2018/02/25;2018;2
U;13.0;7581.0;2203.0;2083.0;2250.0;2018/02/19;2018/02/25;2018;2
