Type;Class;Units;Avg_Mass (kg);Avg_Purchase;Avg_Selling;Selling_Min;Selling_Max;Start_date;End_date
Cattle;C3;623.0;282.23;32.22;32.61;30.0;35.76;2016/09/12;2016/09/18
Cattle;A2;9627.0;258.68;37.89;37.8;30.82;40.01;2016/09/19;2016/09/25
Cattle;A3;969.0;269.58;37.91;38.05;36.5;40.0;2016/09/19;2016/09/25
Cattle;AB2;313.0;257.09;35.96;37.28;31.0;40.97;2016/09/19;2016/09/25
Cattle;AB3;72.0;278.2;35.69;37.91;32.0;40.97;2016/09/19;2016/09/25
Cattle;B2;327.0;250.62;33.03;33.89;30.68;40.37;2016/09/19;2016/09/25
Cattle;B3;89.0;286.13;33.37;34.74;32.0;40.37;2016/09/19;2016/09/25
Cattle;C2;1459.0;256.79;32.36;32.64;29.0;35.5;2016/09/19;2016/09/25
Cattle;C3;457.0;284.15;32.63;33.03;30.49;35.5;2016/09/19;2016/09/25
Cattle;A2;13140.0;255.67;37.89;38.08;34.0;40.5;2016/09/26;2016/10/02
Cattle;A3;1199.0;269.82;37.74;38.12;34.82;40.5;2016/09/26;2016/10/02
Cattle;AB2;409.0;263.89;36.39;36.96;32.0;41.31;2016/09/26;2016/10/02
Cattle;AB3;73.0;274.2;36.07;36.6;32.0;41.31;2016/09/26;2016/10/02
Cattle;B2;349.0;245.71;33.64;35.32;31.95;41.51;2016/09/26;2016/10/02
Cattle;B3;52.0;288.12;33.53;34.27;31.8;41.51;2016/09/26;2016/10/02
Cattle;C2;1228.0;248.31;32.42;32.6;29.41;34.78;2016/09/26;2016/10/02
Cattle;C3;457.0;279.34;32.73;32.9;29.41;35.5;2016/09/26;2016/10/02
Cattle;A2;12204.0;262.79;35.46;35.42;33.0;36.0;2016/01/25;2016/01/31
Cattle;A3;1597.0;276.45;35.63;35.43;32.76;36.0;2016/01/25;2016/01/31
Cattle;AB2;356.0;257.41;33.96;33.3;28.17;35.3;2016/01/25;2016/01/31
Cattle;AB3;72.0;287.05;34.3;32.55;30.0;35.3;2016/01/25;2016/01/31
Cattle;B2;221.0;241.12;30.29;30.59;26.93;34.9;2016/01/25;2016/01/31
Cattle;B3;48.0;274.64;31.23;30.7;27.0;34.9;2016/01/25;2016/01/31
Cattle;C2;1362.0;246.64;28.65;28.49;24.26;31.0;2016/01/25;2016/01/31
Cattle;C3;256.0;288.49;29.32;29.12;26.01;32.8;2016/01/25;2016/01/31
Cattle;A2;10194.0;270.34;46.37;47.08;45.58;48.42;2018/01/22;2018/01/28
Cattle;A3;1295.0;272.84;46.38;46.87;45.84;47.95;2018/01/22;2018/01/28
Cattle;AB2;780.0;264.65;45.16;46.66;44.36;49.5;2018/01/22;2018/01/28
Cattle;AB3;126.0;282.92;44.9;46.17;44.29;49.39;2018/01/22;2018/01/28
Cattle;B2;422.0;249.92;43.18;44.21;42.3;45.43;2018/01/22;2018/01/28
Cattle;B3;112.0;294.62;43.5;44.41;43.15;45.45;2018/01/22;2018/01/28
Cattle;C2;1108.0;251.48;42.55;42.36;40.75;44.74;2018/01/22;2018/01/28
Cattle;C3;464.0;275.81;42.9;42.97;41.45;45.24;2018/01/22;2018/01/28
Cattle;A0;59.0;14.82;65.24;67.79;64.0;68.0;2018/01/22;2018/01/28
Cattle;A1;318.0;16.88;73.76;76.59;66.12;78.0;2018/01/22;2018/01/28
Cattle;A2;9682.0;21.69;73.03;72.6;70.03;73.25;2018/01/22;2018/01/28
Cattle;A3;1690.0;24.49;73.14;71.58;70.39;73.32;2018/01/22;2018/01/28
Cattle;A4;284.0;25.67;84.04;63.88;61.94;71.89;2018/01/22;2018/01/28
Cattle;A5;24.0;24.9;58.63;57.66;53.01;65.25;2018/01/22;2018/01/28
Cattle;A6;13.0;26.8;58.81;55.97;51.2;67.98;2018/01/22;2018/01/28
Cattle;AB2;256.0;22.18;64.06;63.56;57.3;70.71;2018/01/22;2018/01/28
Cattle;AB3;36.0;23.73;63.5;63.75;62.13;67.92;2018/01/22;2018/01/28
Cattle;B2;268.0;24.15;56.11;59.68;46.6;64.89;2018/01/22;2018/01/28
Cattle;B3;11.0;29.45;55.42;56.21;50.0;58.0;2018/01/22;2018/01/28
Cattle;C2;770.0;24.88;51.56;54.13;50.11;57.93;2018/01/22;2018/01/28
Cattle;C3;96.0;36.63;54.22;55.49;51.6;57.1;2018/01/22;2018/01/28
Cattle;A2;12466.0;262.22;40.49;40.84;38.07;44.15;2017/01/23;2017/01/29
Cattle;A3;1582.0;281.45;40.45;41.09;38.0;44.15;2017/01/23;2017/01/29
Cattle;AB2;501.0;265.41;39.12;39.27;31.5;44.23;2017/01/23;2017/01/29
Cattle;AB3;97.0;270.83;38.73;38.96;34.0;41.5;2017/01/23;2017/01/29
Cattle;B2;325.0;244.16;35.87;37.51;32.5;44.26;2017/01/23;2017/01/29
Cattle;B3;88.0;282.22;35.69;37.06;32.5;39.5;2017/01/23;2017/01/29
Cattle;C2;1545.0;246.58;34.83;35.07;27.59;37.5;2017/01/23;2017/01/29
Cattle;C3;371.0;281.69;34.94;35.58;32.5;38.0;2017/01/23;2017/01/29
Cattle;A2;12967.0;256.91;37.94;37.7;36.5;43.0;2016/10/03;2016/10/09
Cattle;A3;1214.0;277.27;38.03;37.84;36.5;40.8;2016/10/03;2016/10/09
Cattle;AB2;428.0;259.88;36.27;36.81;30.05;39.8;2016/10/03;2016/10/09
Cattle;AB3;98.0;288.83;36.02;36.63;32.0;39.8;2016/10/03;2016/10/09
Cattle;B2;419.0;692.24;32.59;32.31;29.95;36.5;2016/10/03;2016/10/09
Cattle;B3;107.0;284.63;33.49;34.62;31.08;36.5;2016/10/03;2016/10/09
Cattle;C2;1860.0;245.0;32.22;33.09;30.11;35.5;2016/10/03;2016/10/09
Cattle;C3;636.0;281.36;32.66;33.86;30.11;35.5;2016/10/03;2016/10/09
Cattle;A2;11549.0;262.38;37.65;37.35;36.47;40.8;2016/10/10;2016/10/16
Cattle;A3;1573.0;274.85;38.0;37.62;36.5;40.95;2016/10/10;2016/10/16
Cattle;AB2;416.0;257.47;36.22;36.91;32.0;39.8;2016/10/10;2016/10/16
Cattle;AB3;130.0;284.28;36.36;37.08;34.0;39.8;2016/10/10;2016/10/16
Cattle;B2;312.0;252.91;33.22;34.18;27.8;41.22;2016/10/10;2016/10/16
Cattle;B3;83.0;291.26;33.97;33.94;27.12;36.5;2016/10/10;2016/10/16
Cattle;C2;1518.0;245.73;32.35;33.29;29.45;35.96;2016/10/10;2016/10/16
Cattle;C3;493.0;276.35;32.59;33.5;29.57;35.5;2016/10/10;2016/10/16
Cattle;A2;12934.0;260.91;37.76;37.34;35.6;39.8;2016/10/17;2016/10/23
Cattle;A3;1819.0;275.08;37.94;37.2;36.0;39.8;2016/10/17;2016/10/23
Cattle;AB2;511.0;264.65;35.94;36.23;31.94;39.28;2016/10/17;2016/10/23
Cattle;AB3;126.0;284.57;36.07;35.94;33.0;38.9;2016/10/17;2016/10/23
Cattle;B2;380.0;252.58;33.29;33.8;27.93;40.06;2016/10/17;2016/10/23
Cattle;B3;89.0;297.77;33.72;33.93;29.0;40.06;2016/10/17;2016/10/23
Cattle;C2;1889.0;246.75;32.47;32.95;30.0;35.96;2016/10/17;2016/10/23
Cattle;C3;461.0;284.08;32.57;32.81;30.29;35.5;2016/10/17;2016/10/23
Cattle;A0;296.0;13.7;45.53;47.02;41.5;53.25;2016/10/17;2016/10/23
Cattle;A1;2078.0;17.02;55.85;58.69;49.0;53.73;2016/10/17;2016/10/23
Cattle;A2;14535.0;20.21;57.81;59.06;55.92;62.83;2016/10/17;2016/10/23
Cattle;A3;2768.0;21.93;58.63;58.62;55.33;62.35;2016/10/17;2016/10/23
Cattle;A4;698.0;22.48;49.48;51.01;44.33;54.47;2016/10/17;2016/10/23
Cattle;A5;210.0;22.3;46.01;47.45;39.97;51.17;2016/10/17;2016/10/23
Cattle;A6;343.0;20.9;48.09;46.47;46.39;52.0;2016/10/17;2016/10/23
Cattle;AB2;165.0;21.91;50.05;52.18;45.09;58.85;2016/10/17;2016/10/23
Cattle;AB3;24.0;27.44;52.25;53.53;50.76;58.0;2016/10/17;2016/10/23
Cattle;B2;428.0;25.12;45.01;50.86;42.0;55.28;2016/10/17;2016/10/23
Cattle;B3;64.0;28.42;46.05;47.76;43.0;54.0;2016/10/17;2016/10/23
Cattle;C2;1057.0;25.34;42.98;44.32;35.54;48.58;2016/10/17;2016/10/23
Cattle;C3;318.0;28.48;45.2;45.65;41.0;51.07;2016/10/17;2016/10/23
Cattle;A2;14768.0;261.88;36.9;37.43;34.9;40.5;2016/10/24;2016/10/30
Cattle;A3;2337.0;247.85;37.06;36.65;35.75;40.5;2016/10/24;2016/10/30
Cattle;AB2;620.0;261.67;35.56;36.15;28.1;38.9;2016/10/24;2016/10/30
Cattle;AB3;204.0;281.49;35.45;35.86;33.16;38.9;2016/10/24;2016/10/30
Cattle;B2;455.0;247.11;32.49;33.46;24.11;38.02;2016/10/24;2016/10/30
Cattle;B3;77.0;281.39;33.2;34.37;29.0;38.02;2016/10/24;2016/10/30
Cattle;C2;1472.0;246.17;32.33;33.34;28.0;35.5;2016/10/24;2016/10/30
Cattle;C3;362.0;283.35;32.23;33.18;30.92;35.5;2016/10/24;2016/10/30
Cattle;A2;13837.0;259.68;37.7;37.28;35.5;39.8;2016/10/31;2016/11/06
Cattle;A3;2057.0;278.39;37.72;37.41;35.86;39.8;2016/10/31;2016/11/06
Cattle;AB2;495.0;255.67;35.95;35.99;31.5;39.3;2016/10/31;2016/11/06
Cattle;AB3;132.0;284.38;36.16;35.97;31.5;39.3;2016/10/31;2016/11/06
Cattle;B2;463.0;250.46;33.66;33.97;31.24;37.1;2016/10/31;2016/11/06
Cattle;B3;87.0;270.94;34.3;34.09;31.86;36.9;2016/10/31;2016/11/06
Cattle;C2;1768.0;249.38;32.7;33.14;28.0;35.5;2016/10/31;2016/11/06
Cattle;C3;456.0;279.59;32.99;33.13;29.28;35.5;2016/10/31;2016/11/06
Cattle;A2;12679.0;260.55;37.74;35.03;33.5;39.8;2016/11/07;2016/11/13
Cattle;A3;1588.0;277.57;37.62;36.95;34.86;40.5;2016/11/07;2016/11/13
Cattle;AB2;588.0;264.43;35.69;36.15;32.0;40.04;2016/11/07;2016/11/13
Cattle;AB3;135.0;287.95;35.72;35.6;26.0;40.04;2016/11/07;2016/11/13
Cattle;B2;450.0;247.51;33.29;33.5;29.5;38.98;2016/11/07;2016/11/13
Cattle;B3;68.0;272.53;33.54;33.91;29.73;36.46;2016/11/07;2016/11/13
Cattle;C2;1623.0;251.37;32.88;33.19;29.5;35.5;2016/11/07;2016/11/13
Cattle;C3;454.0;285.41;32.75;33.3;29.86;35.81;2016/11/07;2016/11/13
Cattle;A2;8861.0;265.6;45.49;45.94;43.45;47.77;2017/11/13;2017/11/19
Cattle;A3;1032.0;286.38;45.63;45.55;43.59;46.53;2017/11/13;2017/11/19
Cattle;AB2;814.0;264.43;44.63;45.36;43.83;47.4;2017/11/13;2017/11/19
Cattle;AB3;149.0;278.31;44.02;45.09;42.9;47.4;2017/11/13;2017/11/19
Cattle;B2;426.0;255.07;42.66;42.29;40.7;43.9;2017/11/13;2017/11/19
Cattle;B3;126.0;274.58;42.36;42.55;41.32;43.62;2017/11/13;2017/11/19
Cattle;C2;1094.0;254.64;41.38;40.94;38.82;42.61;2017/11/13;2017/11/19
Cattle;C3;426.0;285.84;41.52;40.59;38.0;42.28;2017/11/13;2017/11/19
Cattle;A2;11872.0;264.21;37.55;37.05;30.5;39.4;2016/11/14;2016/11/20
Cattle;A3;1485.0;281.67;37.55;37.01;33.5;39.76;2016/11/14;2016/11/20
Cattle;AB2;546.0;263.08;35.77;35.76;30.5;39.3;2016/11/14;2016/11/20
Cattle;AB3;85.0;284.08;35.98;35.99;33.78;39.3;2016/11/14;2016/11/20
Cattle;B2;445.0;241.67;33.77;33.7;28.5;36.5;2016/11/14;2016/11/20
Cattle;B3;72.0;274.4;33.56;33.53;31.34;34.54;2016/11/14;2016/11/20
Cattle;C2;1294.0;240.11;33.13;33.22;30.0;35.5;2016/11/14;2016/11/20
Cattle;C3;418.0;280.01;33.13;33.15;26.25;35.5;2016/11/14;2016/11/20
Cattle;A2;15999.0;263.41;37.6;36.9;35.76;39.66;2016/11/21;2016/11/27
Cattle;A3;2180.0;283.2;37.58;35.49;26.28;39.09;2016/11/21;2016/11/27
Cattle;AB2;623.0;261.98;36.33;36.25;32.5;40.06;2016/11/21;2016/11/27
Cattle;AB3;139.0;292.83;36.38;36.18;33.35;40.06;2016/11/21;2016/11/27
Cattle;B2;379.0;247.59;34.08;33.96;25.32;36.5;2016/11/21;2016/11/27
Cattle;B3;72.0;286.51;34.41;33.6;25.32;41.85;2016/11/21;2016/11/27
Cattle;C2;1252.0;248.29;33.18;33.3;29.65;35.5;2016/11/21;2016/11/27
Cattle;C3;351.0;278.6;33.13;33.52;29.65;36.0;2016/11/21;2016/11/27
Cattle;A2;17718.0;260.64;37.93;37.84;36.0;44.32;2016/11/28;2016/12/04
Cattle;A3;2303.0;280.01;38.0;37.79;36.0;42.15;2016/11/28;2016/12/04
Cattle;AB2;726.0;259.85;36.59;37.39;31.5;40.5;2016/11/28;2016/12/04
Cattle;AB3;160.0;282.44;36.64;37.24;33.6;39.79;2016/11/28;2016/12/04
Cattle;B2;337.0;236.86;34.09;34.86;32.0;40.35;2016/11/28;2016/12/04
Cattle;B3;63.0;289.09;34.03;34.5;32.0;37.54;2016/11/28;2016/12/04
Cattle;C2;1181.0;249.64;33.18;33.89;27.85;36.5;2016/11/28;2016/12/04
Cattle;C3;313.0;279.31;33.53;33.85;31.0;36.5;2016/11/28;2016/12/04
Cattle;A2;19017.0;262.04;38.52;38.36;35.99;43.2;2016/12/05;2016/12/11
Cattle;A3;2555.0;279.12;38.55;38.31;36.5;42.15;2016/12/05;2016/12/11
Cattle;AB2;724.0;253.76;37.42;37.85;34.0;42.12;2016/12/05;2016/12/11
Cattle;AB3;182.0;282.43;37.53;37.66;31.0;40.7;2016/12/05;2016/12/11
Cattle;B2;408.0;240.93;34.26;35.83;32.0;41.04;2016/12/05;2016/12/11
Cattle;B3;57.0;279.34;34.66;35.29;32.5;39.0;2016/12/05;2016/12/11
Cattle;C2;1622.0;251.64;33.64;34.9;26.92;39.96;2016/12/05;2016/12/11
Cattle;C3;347.0;281.14;33.58;35.16;32.0;38.5;2016/12/05;2016/12/11
Cattle;A2;12080.0;263.76;36.56;36.69;26.5;39.5;2016/02/01;2016/02/07
Cattle;A3;1458.0;280.76;36.43;36.23;34.12;39.5;2016/02/01;2016/02/07
Cattle;AB2;439.0;257.57;34.45;35.33;30.61;38.5;2016/02/01;2016/02/07
Cattle;AB3;74.0;283.26;34.87;35.68;31.0;37.0;2016/02/01;2016/02/07
Cattle;B2;361.0;244.36;31.76;32.47;28.83;35.5;2016/02/01;2016/02/07
Cattle;B3;70.0;275.24;31.26;31.59;28.8;35.0;2016/02/01;2016/02/07
Cattle;C2;1583.0;255.6;29.96;30.07;27.5;35.0;2016/02/01;2016/02/07
Cattle;C3;337.0;287.8;30.33;30.83;27.7;34.5;2016/02/01;2016/02/07
Cattle;A2;11465.0;263.76;42.88;42.95;38.45;45.0;2017/01/30;2017/02/05
Cattle;A3;1255.0;284.41;42.84;42.87;36.0;45.0;2017/01/30;2017/02/05
Cattle;AB2;483.0;256.1;41.2;41.87;32.5;44.0;2017/01/30;2017/02/05
Cattle;AB3;104.0;288.17;41.4;42.61;34.0;44.0;2017/01/30;2017/02/05
Cattle;B2;445.0;241.64;35.73;37.96;30.08;40.3;2017/01/30;2017/02/05
Cattle;B3;96.0;272.94;36.34;37.22;33.51;40.3;2017/01/30;2017/02/05
Cattle;C2;1778.0;242.68;35.25;35.02;33.93;39.0;2017/01/30;2017/02/05
Cattle;C3;560.0;274.35;35.15;36.48;33.95;39.0;2017/01/30;2017/02/05
Cattle;A2;16943.0;261.15;39.11;39.74;30.23;43.25;2016/12/19;2016/12/25
Cattle;A3;2512.0;282.58;39.19;40.37;36.0;43.09;2016/12/19;2016/12/25
Cattle;AB2;517.0;266.99;36.94;38.09;32.5;42.81;2016/12/19;2016/12/25
Cattle;AB3;132.0;289.03;36.92;39.74;36.38;42.81;2016/12/19;2016/12/25
Cattle;B2;440.0;242.87;35.12;36.59;33.5;43.87;2016/12/19;2016/12/25
Cattle;B3;77.0;263.42;34.94;37.26;32.75;43.87;2016/12/19;2016/12/25
Cattle;C2;1380.0;254.31;34.25;33.37;31.5;39.96;2016/12/19;2016/12/25
Cattle;C3;397.0;282.36;34.57;33.37;31.5;38.5;2016/12/19;2016/12/25
Cattle;A2;7887.0;258.72;38.02;37.51;31.0;39.9;2016/02/08;2016/02/14
Cattle;A3;931.0;280.54;37.9;37.68;35.5;39.9;2016/02/08;2016/02/14
Cattle;AB2;403.0;264.12;36.26;34.56;26.7;40.32;2016/02/08;2016/02/14
Cattle;AB3;51.0;293.93;36.92;36.69;33.5;40.32;2016/02/08;2016/02/14
Cattle;B2;323.0;248.26;33.66;32.57;27.39;36.5;2016/02/08;2016/02/14
Cattle;B3;39.0;282.73;34.4;32.85;29.9;36.32;2016/02/08;2016/02/14
Cattle;C2;1376.0;250.09;31.28;31.11;27.61;35.5;2016/02/08;2016/02/14
Cattle;C3;226.0;300.88;31.46;31.22;28.0;35.5;2016/02/08;2016/02/14
Cattle;A2;11515.0;259.34;43.87;43.12;39.52;47.5;2017/02/06;2017/02/12
Cattle;A3;1446.0;276.26;43.67;43.58;42.02;47.5;2017/02/06;2017/02/12
Cattle;AB2;431.0;248.08;40.87;40.93;31.84;47.5;2017/02/06;2017/02/12
Cattle;AB3;87.0;278.55;41.83;41.54;38.5;45.0;2017/02/06;2017/02/12
Cattle;B2;371.0;252.42;36.92;38.07;31.0;41.58;2017/02/06;2017/02/12
Cattle;B3;69.0;255.03;36.48;37.17;34.5;39.95;2017/02/06;2017/02/12
Cattle;C2;1563.0;251.89;35.95;36.61;32.5;39.42;2017/02/06;2017/02/12
Cattle;C3;416.0;275.21;36.06;37.03;34.5;39.0;2017/02/06;2017/02/12
Cattle;A2;8613.0;258.69;37.92;37.78;27.5;39.9;2016/02/15;2016/02/21
Cattle;A3;1428.0;279.99;37.72;37.89;36.0;39.9;2016/02/15;2016/02/21
Cattle;AB2;595.0;264.12;35.96;36.36;32.5;38.0;2016/02/15;2016/02/21
Cattle;AB3;94.0;286.77;36.2;36.49;32.5;38.42;2016/02/15;2016/02/21
Cattle;B2;487.0;242.95;33.24;33.37;25.5;36.0;2016/02/15;2016/02/21
Cattle;B3;43.0;264.2;33.15;32.79;25.5;35.92;2016/02/15;2016/02/21
Cattle;C2;1812.0;244.3;32.19;31.76;29.71;34.59;2016/02/15;2016/02/21
Cattle;C3;328.0;279.07;32.63;31.93;29.58;34.59;2016/02/15;2016/02/21
Cattle;A2;7691.0;263.57;43.68;43.61;41.0;46.04;2017/02/13;2017/02/19
Cattle;A3;877.0;290.84;43.27;43.79;40.73;46.05;2017/02/13;2017/02/19
Cattle;AB2;353.0;252.38;40.73;41.67;35.0;44.88;2017/02/13;2017/02/19
Cattle;AB3;102.0;253.89;42.03;43.01;37.0;44.88;2017/02/13;2017/02/19
Cattle;B2;330.0;244.69;37.17;38.19;32.5;44.88;2017/02/13;2017/02/19
Cattle;B3;58.0;264.39;37.07;37.73;33.5;39.72;2017/02/13;2017/02/19
Cattle;C2;1567.0;252.7;35.91;36.12;32.5;39.96;2017/02/13;2017/02/19
Cattle;C3;431.0;272.9;35.85;36.5;26.06;38.0;2017/02/13;2017/02/19
Cattle;A2;10961.0;261.85;37.23;38.11;33.0;40.5;2016/02/22;2016/02/29
Cattle;A3;1603.0;275.06;37.18;38.32;36.75;40.5;2016/02/22;2016/02/29
Cattle;AB2;640.0;262.62;36.12;37.41;32.73;40.5;2016/02/22;2016/02/29
Cattle;AB3;109.0;277.77;35.94;37.39;33.21;40.5;2016/02/22;2016/02/29
Cattle;B2;423.0;254.79;33.66;34.08;31.0;36.9;2016/02/22;2016/02/29
Cattle;B3;63.0;277.99;32.85;34.42;31.25;37.4;2016/02/22;2016/02/29
Cattle;C2;1729.0;251.64;31.49;32.04;25.5;35.5;2016/02/22;2016/02/29
Cattle;C3;442.0;279.78;31.95;32.94;30.14;35.5;2016/02/22;2016/02/29
Cattle;A2;10540.0;259.41;41.92;43.59;37.5;47.5;2017/02/20;2017/02/26
Cattle;A3;1157.0;274.14;44.0;43.8;42.8;49.59;2017/02/20;2017/02/26
Cattle;AB2;382.0;250.33;40.15;42.05;37.0;47.5;2017/02/20;2017/02/26
Cattle;AB3;57.0;272.17;40.74;41.86;39.12;43.51;2017/02/20;2017/02/26
Cattle;B2;326.0;241.46;35.98;37.71;26.55;40.8;2017/02/20;2017/02/26
Cattle;B3;63.0;263.06;33.91;37.82;34.95;40.8;2017/02/20;2017/02/26
Cattle;C2;1681.0;249.63;33.5;36.18;29.86;38.7;2017/02/20;2017/02/26
Cattle;C3;432.0;274.99;34.04;36.54;29.86;38.15;2017/02/20;2017/02/26
Cattle;A2;11463.0;261.18;38.57;38.73;34.5;42.15;2016/02/29;2016/03/06
Cattle;A3;2021.0;279.11;38.0;38.45;34.5;42.15;2016/02/29;2016/03/06
Cattle;AB2;593.0;257.96;36.64;36.85;30.5;42.15;2016/02/29;2016/03/06
Cattle;AB3;142.0;283.49;36.52;37.4;32.5;42.15;2016/02/29;2016/03/06
Cattle;B2;458.0;239.55;33.28;33.56;30.5;37.52;2016/02/29;2016/03/06
Cattle;B3;68.0;296.59;33.41;34.35;29.9;37.52;2016/02/29;2016/03/06
Cattle;C2;1970.0;249.94;30.87;31.35;29.5;35.5;2016/02/29;2016/03/06
Cattle;C3;520.0;241.9;31.1;31.24;29.5;35.59;2016/02/29;2016/03/06
Cattle;A2;13249.0;262.54;43.6;44.02;42.0;47.5;2017/02/27;2017/03/05
Cattle;A3;1198.0;274.59;43.41;43.93;40.0;47.5;2017/02/27;2017/03/05
Cattle;AB2;590.0;248.84;41.99;42.59;39.35;47.5;2017/02/27;2017/03/05
Cattle;AB3;87.0;273.36;41.62;42.35;38.0;45.49;2017/02/27;2017/03/05
Cattle;B2;327.0;251.74;37.73;38.3;34.95;40.8;2017/02/27;2017/03/05
Cattle;B3;75.0;270.23;37.79;38.15;36.0;40.8;2017/02/27;2017/03/05
Cattle;C2;1468.0;255.61;36.07;36.15;32.32;38.0;2017/02/27;2017/03/05
Cattle;C3;522.0;278.24;36.19;36.71;32.32;38.17;2017/02/27;2017/03/05
