Date,Product,Variety,Class,Size,Package,Unit(kg),Closing Price,High Price,Low Price,Average Price,Total Sales(Rand),Sales Quantity,Closing Stock,Day,Month,Week
2023-01-27,APPLES,GOLDEN DELICIOUS,CLASS 2,MEDIUM,DOMPLE JUMBLE,9.0,64.49,85.0,50.0,67.5,11545,179,517,27,1,4
2023-01-27,APPLES,GOLDEN DELICIOUS,CLASS 2,SMALL,DOMPLE JUMBLE,9.0,70.0,70.0,70.0,70.0,18480,264,88,27,1,4
2023-01-27,APPLES,GOLDEN DELICIOUS,CLASS 1,MEDIUM,QUARTER POCKET,3.0,0.0,0.0,0.0,0.0,0,0,1,27,1,4
2023-01-27,APPLES,GOLDEN DELICIOUS,CLASS 1,MEDIUM,QUARTER POCKET,3.0,0.0,0.0,0.0,0.0,0,0,1,27,1,4
2023-01-27,APPLES,GRANNY SMITH,CLASS 1,MEDIUM,ECONOMIC PACK,12.0,28.0,28.0,28.0,28.0,252,9,320,27,1,4
2023-01-27,APPLES,GRANNY SMITH,CLASS 1,SMALL,ECONOMIC PACK,12.0,104.48,172.0,64.0,118.0,11180,107,100,27,1,4
2023-01-27,APPLES,GRANNY SMITH,CLASS 1,SMALL,ECONOMIC PACK,12.0,104.48,172.0,64.0,118.0,11180,107,100,27,1,4
2023-01-27,APPLES,GRANNY SMITH,CLASS 1,MEDIUM,ECONOMIC PACK,12.0,28.0,28.0,28.0,28.0,252,9,320,27,1,4
2023-01-27,APPLES,GRANNY SMITH,CLASS 1,EXTRA LARGE,CARTON,18.3,250.0,250.0,250.0,250.0,3250,13,112,27,1,4
2023-01-27,APPLES,GRANNY SMITH,CLASS 1,LARGE,CARTON,18.3,143.66,150.0,140.0,145.0,21980,153,25,27,1,4
2023-01-27,APPLES,GRANNY SMITH,CLASS 1,SMALL,CARTON,18.3,120.0,120.0,120.0,120.0,20160,168,0,27,1,4
2023-01-27,APPLES,GRANNY SMITH,CLASS 1,EXTRA LARGE,CARTON,18.3,250.0,250.0,250.0,250.0,3250,13,112,27,1,4
2023-01-27,APPLES,GRANNY SMITH,CLASS 1,LARGE,CARTON,18.3,143.66,150.0,140.0,145.0,21980,153,25,27,1,4
2023-01-27,APPLES,GRANNY SMITH,CLASS 1,SMALL,CARTON,18.3,120.0,120.0,120.0,120.0,20160,168,0,27,1,4
2023-01-27,APPLES,GRANNY SMITH,CLASS 2,MEDIUM,DOMPLE JUMBLE,9.0,70.17,75.0,20.0,47.5,5895,84,0,27,1,4
2023-01-27,APPLES,GRANNY SMITH,CLASS 2,SMALL,DOMPLE JUMBLE,9.0,60.0,60.0,60.0,60.0,1860,31,189,27,1,4
2023-01-27,APPLES,GRANNY SMITH,CLASS 2,MEDIUM,DOMPLE JUMBLE,9.0,70.17,75.0,20.0,47.5,5895,84,0,27,1,4
2023-01-27,APPLES,GRANNY SMITH,CLASS 2,SMALL,DOMPLE JUMBLE,9.0,60.0,60.0,60.0,60.0,1860,31,189,27,1,4
2023-01-27,APPLES,OTHER APPLES,CLASS 1,MEDIUM,CARTON,6.3,0.0,0.0,0.0,0.0,0,0,1,27,1,4
2023-01-27,APPLES,OTHER APPLES,CLASS 1,MEDIUM,CARTON,6.3,0.0,0.0,0.0,0.0,0,0,1,27,1,4
2023-01-27,APPLES,OTHER APPLES,CLASS 2,LARGE,DOMPLE JUMBLE,9.0,25.0,25.0,25.0,25.0,1100,44,38,27,1,4
2023-01-27,APPLES,OTHER APPLES,CLASS 2,MEDIUM,DOMPLE JUMBLE,9.0,25.0,25.0,25.0,25.0,2500,100,264,27,1,4
2023-01-27,APPLES,OTHER APPLES,CLASS 2,SMALL,DOMPLE JUMBLE,9.0,25.85,70.0,25.0,47.5,6075,235,576,27,1,4
2023-01-27,APPLES,OTHER APPLES,CLASS 2,LARGE,DOMPLE JUMBLE,9.0,25.0,25.0,25.0,25.0,1100,44,38,27,1,4
2023-01-27,APPLES,OTHER APPLES,CLASS 2,MEDIUM,DOMPLE JUMBLE,9.0,25.0,25.0,25.0,25.0,2500,100,264,27,1,4
2023-01-27,APPLES,OTHER APPLES,CLASS 2,SMALL,DOMPLE JUMBLE,9.0,25.85,70.0,25.0,47.5,6075,235,576,27,1,4
2023-01-27,APPLES,PANORAMA GOLDEN,CLASS 1,MEDIUM,CARTON,18.3,140.77,150.0,140.0,145.0,10840,77,0,27,1,4
2023-01-27,APPLES,PANORAMA GOLDEN,CLASS 1,SMALL,CARTON,18.3,134.0,140.0,130.0,135.0,18760,140,0,27,1,4
2023-01-27,APPLES,PANORAMA GOLDEN,CLASS 1,MEDIUM,CARTON,18.3,140.77,150.0,140.0,145.0,10840,77,0,27,1,4
2023-01-27,APPLES,PANORAMA GOLDEN,CLASS 1,SMALL,CARTON,18.3,134.0,140.0,130.0,135.0,18760,140,0,27,1,4
2023-01-27,APPLES,PANORAMA GOLDEN,CLASS 1,SMALL,ECONOMIC PACK,12.0,109.77,144.0,96.0,120.0,51376,468,679,27,1,4
2023-01-27,APPLES,PANORAMA GOLDEN,CLASS 1,SMALL,ECONOMIC PACK,12.0,109.77,144.0,96.0,120.0,51376,468,679,27,1,4
2023-01-27,APPLES,PANORAMA GOLDEN,CLASS 1,SMALL,CRATE,40.0,2540.0,2800.0,1800.0,2300.0,25400,10,17,27,1,4
2023-01-27,APPLES,PANORAMA GOLDEN,CLASS 1,SMALL,CRATE,40.0,2540.0,2800.0,1800.0,2300.0,25400,10,17,27,1,4
2023-01-27,APPLES,PANORAMA GOLDEN,CLASS 2,SMALL,DOMPLE JUMBLE,9.0,50.0,50.0,50.0,50.0,9900,198,0,27,1,4
2023-01-27,APPLES,PANORAMA GOLDEN,CLASS 2,SMALL,DOMPLE JUMBLE,9.0,50.0,50.0,50.0,50.0,9900,198,0,27,1,4
2023-01-27,APPLES,ROYAL GALA,CLASS 1,SMALL,ECONOMIC PACK,12.0,142.68,144.0,140.0,142.0,30820,216,0,27,1,4
2023-01-27,APPLES,ROYAL GALA,CLASS 1,SMALL,ECONOMIC PACK,12.0,142.68,144.0,140.0,142.0,30820,216,0,27,1,4
2023-01-27,APPLES,ROYAL GALA,CLASS 1,LARGE,CARTON,18.3,170.0,170.0,170.0,170.0,9520,56,0,27,1,4
2023-01-27,APPLES,ROYAL GALA,CLASS 1,SMALL,CARTON,18.3,150.0,150.0,150.0,150.0,33600,224,0,27,1,4
2023-01-27,APPLES,ROYAL GALA,CLASS 1,LARGE,CARTON,18.3,170.0,170.0,170.0,170.0,9520,56,0,27,1,4
2023-01-27,APPLES,ROYAL GALA,CLASS 1,SMALL,CARTON,18.3,150.0,150.0,150.0,150.0,33600,224,0,27,1,4
2023-01-27,APPLES,ROYAL GALA,CLASS 2,SMALL,DOMPLE JUMBLE,9.0,60.43,80.0,60.0,70.0,28950,479,139,27,1,4
2023-01-27,APPLES,ROYAL GALA,CLASS 2,SMALL,DOMPLE JUMBLE,9.0,60.43,80.0,60.0,70.0,28950,479,139,27,1,4
2023-01-27,APPLES,STARKING,CLASS 1,EXTRA LARGE,CARTON,18.3,280.0,280.0,280.0,280.0,1680,6,0,27,1,4
2023-01-27,APPLES,STARKING,CLASS 1,LARGE,CARTON,18.3,212.35,280.0,180.0,230.0,7220,34,0,27,1,4
2023-01-27,APPLES,STARKING,CLASS 1,EXTRA LARGE,CARTON,18.3,280.0,280.0,280.0,280.0,1680,6,0,27,1,4
2023-01-27,APPLES,STARKING,CLASS 1,LARGE,CARTON,18.3,212.35,280.0,180.0,230.0,7220,34,0,27,1,4
2023-01-27,APPLES,STARKING,CLASS 1,SMALL,ECONOMIC PACK,12.0,0.0,0.0,0.0,0.0,0,0,217,27,1,4
2023-01-27,APPLES,STARKING,CLASS 1,SMALL,ECONOMIC PACK,12.0,0.0,0.0,0.0,0.0,0,0,217,27,1,4
2023-01-27,APPLES,STARKING,CLASS 1,MEDIUM,QUARTER POCKET,3.0,0.0,0.0,0.0,0.0,0,0,1,27,1,4
2023-01-27,APPLES,STARKING,CLASS 1,MEDIUM,QUARTER POCKET,3.0,0.0,0.0,0.0,0.0,0,0,1,27,1,4
2023-01-27,APPLES,SUNDOWNER,CLASS 1,LARGE,CARTON,18.3,174.54,180.0,170.0,175.0,1920,11,15,27,1,4
2023-01-27,APPLES,SUNDOWNER,CLASS 1,MEDIUM,CARTON,18.3,190.0,190.0,190.0,190.0,380,2,28,27,1,4
2023-01-27,APPLES,SUNDOWNER,CLASS 1,LARGE,CARTON,18.3,174.54,180.0,170.0,175.0,1920,11,15,27,1,4
2023-01-27,APPLES,SUNDOWNER,CLASS 1,MEDIUM,CARTON,18.3,190.0,190.0,190.0,190.0,380,2,28,27,1,4
2023-01-27,APPLES,SUNDOWNER,CLASS 2,SMALL,DOMPLE JUMBLE,9.0,69.13,80.0,65.0,72.5,6983,101,31,27,1,4
2023-01-27,APPLES,SUNDOWNER,CLASS 2,SMALL,DOMPLE JUMBLE,9.0,69.13,80.0,65.0,72.5,6983,101,31,27,1,4
2023-01-27,APPLES,TOP RED,CLASS 1,EXTRA LARGE,CARTON,18.3,0.0,0.0,0.0,0.0,0,0,279,27,1,4
2023-01-27,APPLES,TOP RED,CLASS 1,LARGE,CARTON,18.3,158.66,210.0,150.0,180.0,11900,75,424,27,1,4
2023-01-27,APPLES,TOP RED,CLASS 1,SMALL,CARTON,18.3,0.0,0.0,0.0,0.0,0,0,254,27,1,4
2023-01-27,APPLES,TOP RED,CLASS 1,EXTRA LARGE,CARTON,18.3,0.0,0.0,0.0,0.0,0,0,279,27,1,4
2023-01-27,APPLES,TOP RED,CLASS 1,LARGE,CARTON,18.3,158.66,210.0,150.0,180.0,11900,75,424,27,1,4
2023-01-27,APPLES,TOP RED,CLASS 1,SMALL,CARTON,18.3,0.0,0.0,0.0,0.0,0,0,254,27,1,4
2023-01-26,APPLES,CRIPPS RED,CLASS 1,SMALL,ECONOMIC PACK,12.0,0.0,0.0,0.0,0.0,0,0,186,26,1,4
2023-01-26,APPLES,EARLY RED ONE,CLASS 2,SMALL,DOMPLE JUMBLE,9.0,0.0,0.0,0.0,0.0,0,0,37,26,1,4
2023-01-26,APPLES,FUJI,CLASS 1,EXTRA LARGE,CARTON,18.3,0.0,0.0,0.0,0.0,0,0,1,26,1,4
2023-01-26,APPLES,FUJI,CLASS 2,SMALL,DOMPLE JUMBLE,9.0,65.0,65.0,65.0,65.0,65,1,20,26,1,4
2023-01-26,APPLES,GOLDEN DELICIOUS,CLASS 1,SMALL,CARTON,18.3,169.4,180.0,160.0,170.0,28630,169,559,26,1,4
2023-01-26,APPLES,GOLDEN DELICIOUS,CLASS 1,EXTRA LARGE,CARTON,18.3,100.0,100.0,100.0,100.0,200,2,0,26,1,4
2023-01-26,APPLES,GOLDEN DELICIOUS,CLASS 1,LARGE,CARTON,18.3,179.5,190.0,155.0,172.5,31055,173,58,26,1,4
2023-01-26,APPLES,GOLDEN DELICIOUS,CLASS 1,MEDIUM,CARTON,18.3,180.1,190.0,180.0,185.0,17650,98,39,26,1,4
2023-01-26,APPLES,GOLDEN DELICIOUS,CLASS 1,SMALL,ECONOMIC PACK,12.0,129.54,144.0,50.0,97.0,46376,358,779,26,1,4
2023-01-26,APPLES,GOLDEN DELICIOUS,CLASS 1,MEDIUM,ECONOMIC PACK,12.0,120.7,132.0,100.0,116.0,40314,334,240,26,1,4
2023-01-26,APPLES,GOLDEN DELICIOUS,CLASS 1,SMALL,CRATE,40.0,2928.57,1000.0,1000.0,1000.0,-82000,-28,30,26,1,4
2023-01-26,APPLES,GOLDEN DELICIOUS,CLASS 2,LARGE,DOMPLE JUMBLE,9.0,70.21,75.0,65.0,70.0,4915,70,203,26,1,4
2023-01-26,APPLES,GOLDEN DELICIOUS,CLASS 2,LARGE,DOMPLE JUMBLE,11.0,30.0,30.0,30.0,30.0,90,3,0,26,1,4
2023-01-26,APPLES,GOLDEN DELICIOUS,CLASS 2,MEDIUM,DOMPLE JUMBLE,9.0,63.22,85.0,60.0,72.5,3730,59,47,26,1,4
2023-01-26,APPLES,GOLDEN DELICIOUS,CLASS 2,SMALL,DOMPLE JUMBLE,9.0,34.88,65.0,20.0,42.5,4745,136,0,26,1,4
2023-01-26,APPLES,GOLDEN DELICIOUS,CLASS 1,MEDIUM,QUARTER POCKET,3.0,0.0,0.0,0.0,0.0,0,0,1,26,1,4
2023-01-26,APPLES,GRANNY SMITH,CLASS 1,SMALL,ECONOMIC PACK,12.0,98.44,120.0,96.0,108.0,9648,98,143,26,1,4
2023-01-26,APPLES,GRANNY SMITH,CLASS 1,MEDIUM,ECONOMIC PACK,12.0,127.8,172.0,120.0,146.0,2556,20,256,26,1,4
2023-01-26,APPLES,GRANNY SMITH,CLASS 1,EXTRA LARGE,CARTON,18.3,250.0,250.0,250.0,250.0,2750,11,125,26,1,4
2023-01-26,APPLES,GRANNY SMITH,CLASS 1,LARGE,CARTON,18.3,127.85,230.0,100.0,165.0,1790,14,24,26,1,4
2023-01-26,APPLES,GRANNY SMITH,CLASS 1,SMALL,CARTON,18.3,100.0,100.0,100.0,100.0,100,1,0,26,1,4
2023-01-26,APPLES,GRANNY SMITH,CLASS 2,LARGE,DOMPLE JUMBLE,9.0,70.0,70.0,70.0,70.0,2450,35,0,26,1,4
2023-01-26,APPLES,GRANNY SMITH,CLASS 2,MEDIUM,DOMPLE JUMBLE,9.0,70.0,70.0,70.0,70.0,280,4,84,26,1,4
2023-01-26,APPLES,GRANNY SMITH,CLASS 2,SMALL,DOMPLE JUMBLE,9.0,67.5,70.0,65.0,67.5,135,2,31,26,1,4
2023-01-26,APPLES,OTHER APPLES,CLASS 1,LARGE,CARTON,18.3,140.0,140.0,140.0,140.0,3920,28,0,26,1,4
2023-01-26,APPLES,OTHER APPLES,CLASS 1,MEDIUM,CARTON,6.3,0.0,0.0,0.0,0.0,0,0,1,26,1,4
2023-01-26,APPLES,OTHER APPLES,CLASS 2,LARGE,DOMPLE JUMBLE,9.0,0.0,0.0,0.0,0.0,0,0,82,26,1,4
2023-01-26,APPLES,OTHER APPLES,CLASS 2,MEDIUM,DOMPLE JUMBLE,9.0,0.0,0.0,0.0,0.0,0,0,364,26,1,4
2023-01-26,APPLES,OTHER APPLES,CLASS 2,SMALL,DOMPLE JUMBLE,9.0,46.66,60.0,30.0,45.0,1960,42,547,26,1,4
2023-01-26,APPLES,PANORAMA GOLDEN,CLASS 1,MEDIUM,CARTON,18.3,0.0,0.0,0.0,0.0,0,0,77,26,1,4
2023-01-26,APPLES,PANORAMA GOLDEN,CLASS 1,SMALL,ECONOMIC PACK,12.0,93.56,100.0,80.0,90.0,37240,398,187,26,1,4
2023-01-26,APPLES,PANORAMA GOLDEN,CLASS 1,SMALL,CRATE,40.0,2257.14,2600.0,2000.0,2300.0,31600,14,0,26,1,4
2023-01-26,APPLES,PANORAMA GOLDEN,CLASS 2,SMALL,DOMPLE JUMBLE,9.0,50.0,50.0,50.0,50.0,15200,304,0,26,1,4
2023-01-26,APPLES,ROYAL GALA,CLASS 1,SMALL,ECONOMIC PACK,12.0,144.0,144.0,144.0,144.0,10368,72,0,26,1,4
2023-01-26,APPLES,ROYAL GALA,CLASS 2,SMALL,DOMPLE JUMBLE,9.0,0.0,0.0,0.0,0.0,0,0,138,26,1,4
2023-01-26,APPLES,STARKING,CLASS 1,SMALL,ECONOMIC PACK,12.0,0.0,0.0,0.0,0.0,0,0,217,26,1,4
2023-01-26,APPLES,STARKING,CLASS 1,EXTRA LARGE,CARTON,18.3,239.06,280.0,230.0,255.0,10280,43,6,26,1,4
2023-01-26,APPLES,STARKING,CLASS 1,LARGE,CARTON,18.3,220.41,280.0,210.0,245.0,16090,73,23,26,1,4
2023-01-26,APPLES,STARKING,CLASS 1,MEDIUM,QUARTER POCKET,3.0,0.0,0.0,0.0,0.0,0,0,1,26,1,4
2023-01-26,APPLES,SUNDOWNER,CLASS 1,MEDIUM,ECONOMIC PACK,12.0,75.0,75.0,75.0,75.0,150,2,0,26,1,4
2023-01-26,APPLES,SUNDOWNER,CLASS 2,MEDIUM,DOMPLE JUMBLE,9.0,58.18,75.0,50.0,62.5,17165,295,0,26,1,4
2023-01-26,APPLES,SUNDOWNER,CLASS 2,SMALL,DOMPLE JUMBLE,9.0,52.38,55.0,50.0,52.5,9900,189,0,26,1,4
2023-01-26,APPLES,TOP RED,CLASS 1,EXTRA LARGE,CARTON,18.3,210.0,210.0,210.0,210.0,6090,29,0,26,1,4
2023-01-26,APPLES,TOP RED,CLASS 1,LARGE,CARTON,18.3,210.0,210.0,210.0,210.0,1680,8,9,26,1,4
2023-01-26,APPLES,TOP RED,CLASS 1,SMALL,CARTON,18.3,0.0,0.0,0.0,0.0,0,0,254,26,1,4
2023-01-25,APPLES,CRIPPS RED,CLASS 1,SMALL,ECONOMIC PACK,12.0,0.0,0.0,0.0,0.0,0,0,186,25,1,4
2023-01-25,APPLES,EARLY RED ONE,CLASS 2,MEDIUM,DOMPLE JUMBLE,9.0,65.0,65.0,65.0,65.0,5720,88,0,25,1,4
2023-01-25,APPLES,EARLY RED ONE,CLASS 2,SMALL,DOMPLE JUMBLE,9.0,70.0,70.0,70.0,70.0,3570,51,37,25,1,4
2023-01-25,APPLES,FUJI,CLASS 1,EXTRA LARGE,CARTON,18.3,0.0,0.0,0.0,0.0,0,0,1,25,1,4
2023-01-25,APPLES,FUJI,CLASS 2,SMALL,DOMPLE JUMBLE,9.0,0.0,0.0,0.0,0.0,0,0,21,25,1,4
2023-01-25,APPLES,GOLDEN DELICIOUS,CLASS 1,SMALL,CARTON,18.3,160.78,180.0,130.0,155.0,32640,203,728,25,1,4
2023-01-25,APPLES,GOLDEN DELICIOUS,CLASS 1,EXTRA LARGE,CARTON,18.3,164.0,180.0,160.0,170.0,5740,35,2,25,1,4
2023-01-25,APPLES,GOLDEN DELICIOUS,CLASS 1,LARGE,CARTON,18.3,165.08,180.0,160.0,170.0,37970,230,133,25,1,4
2023-01-25,APPLES,GOLDEN DELICIOUS,CLASS 1,MEDIUM,CARTON,18.3,0.0,0.0,0.0,0.0,0,0,39,25,1,4
2023-01-25,APPLES,GOLDEN DELICIOUS,CLASS 1,MEDIUM,ECONOMIC PACK,12.0,115.0,115.0,115.0,115.0,57960,504,254,25,1,4
2023-01-25,APPLES,GOLDEN DELICIOUS,CLASS 1,SMALL,ECONOMIC PACK,12.0,120.0,120.0,120.0,120.0,30720,256,561,25,1,4
2023-01-25,APPLES,GOLDEN DELICIOUS,CLASS 1,SMALL,CRATE,40.0,2800.0,2800.0,2800.0,2800.0,84000,30,2,25,1,4
2023-01-25,APPLES,GOLDEN DELICIOUS,CLASS 2,LARGE,DOMPLE JUMBLE,9.0,73.0,75.0,70.0,72.5,1460,20,273,25,1,4
2023-01-25,APPLES,GOLDEN DELICIOUS,CLASS 2,LARGE,DOMPLE JUMBLE,11.0,0.0,0.0,0.0,0.0,0,0,3,25,1,4
2023-01-25,APPLES,GOLDEN DELICIOUS,CLASS 2,MEDIUM,DOMPLE JUMBLE,9.0,61.08,85.0,40.0,62.5,61630,1009,106,25,1,4
2023-01-25,APPLES,GOLDEN DELICIOUS,CLASS 2,SMALL,DOMPLE JUMBLE,9.0,0.0,0.0,0.0,0.0,0,0,136,25,1,4
2023-01-25,APPLES,GOLDEN DELICIOUS,CLASS 1,MEDIUM,QUARTER POCKET,3.0,0.0,0.0,0.0,0.0,0,0,1,25,1,4
2023-01-25,APPLES,GRANNY SMITH,CLASS 1,SMALL,ECONOMIC PACK,12.0,66.32,120.0,64.0,92.0,6367,96,241,25,1,4
2023-01-25,APPLES,GRANNY SMITH,CLASS 1,MEDIUM,ECONOMIC PACK,12.0,172.0,172.0,172.0,172.0,7052,41,276,25,1,4
2023-01-25,APPLES,GRANNY SMITH,CLASS 1,EXTRA LARGE,CARTON,18.3,252.72,280.0,250.0,265.0,2780,11,136,25,1,4
2023-01-25,APPLES,GRANNY SMITH,CLASS 1,LARGE,CARTON,18.3,238.26,250.0,200.0,225.0,5480,23,38,25,1,4
2023-01-25,APPLES,GRANNY SMITH,CLASS 1,SMALL,CARTON,18.3,0.0,0.0,0.0,0.0,0,0,1,25,1,4
2023-01-25,APPLES,GRANNY SMITH,CLASS 2,LARGE,DOMPLE JUMBLE,9.0,0.0,0.0,0.0,0.0,0,0,35,25,1,4
2023-01-25,APPLES,GRANNY SMITH,CLASS 2,MEDIUM,DOMPLE JUMBLE,9.0,0.0,0.0,0.0,0.0,0,0,88,25,1,4
2023-01-25,APPLES,GRANNY SMITH,CLASS 2,SMALL,DOMPLE JUMBLE,9.0,65.36,70.0,65.0,67.5,6340,97,33,25,1,4
2023-01-25,APPLES,OTHER APPLES,CLASS 1,MEDIUM,CARTON,6.3,0.0,0.0,0.0,0.0,0,0,1,25,1,4
2023-01-25,APPLES,OTHER APPLES,CLASS 1,SMALL,CRATE,40.0,400.0,400.0,400.0,400.0,400,1,0,25,1,4
2023-01-25,APPLES,OTHER APPLES,CLASS 2,LARGE,DOMPLE JUMBLE,9.0,0.0,0.0,0.0,0.0,0,0,82,25,1,4
2023-01-25,APPLES,OTHER APPLES,CLASS 2,MEDIUM,DOMPLE JUMBLE,9.0,0.0,0.0,0.0,0.0,0,0,364,25,1,4
2023-01-25,APPLES,OTHER APPLES,CLASS 2,SMALL,DOMPLE JUMBLE,9.0,67.83,70.0,50.0,60.0,2510,37,589,25,1,4
2023-01-25,APPLES,PANORAMA GOLDEN,CLASS 1,SMALL,CRATE,40.0,2647.05,2800.0,2200.0,2500.0,45000,17,14,25,1,4
2023-01-25,APPLES,PANORAMA GOLDEN,CLASS 1,MEDIUM,CARTON,18.3,0.0,0.0,0.0,0.0,0,0,77,25,1,4
2023-01-25,APPLES,PANORAMA GOLDEN,CLASS 1,SMALL,ECONOMIC PACK,12.0,121.42,144.0,115.0,129.5,31934,263,585,25,1,4
2023-01-25,APPLES,PANORAMA GOLDEN,CLASS 2,SMALL,DOMPLE JUMBLE,9.0,120.0,120.0,120.0,120.0,1800,15,304,25,1,4
2023-01-25,APPLES,ROYAL GALA,CLASS 1,SMALL,ECONOMIC PACK,12.0,140.86,144.0,140.0,142.0,12960,92,72,25,1,4
2023-01-25,APPLES,ROYAL GALA,CLASS 2,LARGE,DOMPLE JUMBLE,9.0,60.83,70.0,60.0,65.0,7300,120,0,25,1,4
2023-01-25,APPLES,ROYAL GALA,CLASS 2,SMALL,DOMPLE JUMBLE,9.0,0.0,0.0,0.0,0.0,0,0,138,25,1,4
2023-01-25,APPLES,STARKING,CLASS 1,SMALL,ECONOMIC PACK,12.0,160.57,172.0,156.0,164.0,3372,21,217,25,1,4
2023-01-25,APPLES,STARKING,CLASS 1,EXTRA LARGE,CARTON,18.3,210.0,210.0,210.0,210.0,840,4,0,25,1,4
2023-01-25,APPLES,STARKING,CLASS 1,LARGE,CARTON,18.3,210.0,210.0,210.0,210.0,11130,53,47,25,1,4
2023-01-25,APPLES,STARKING,CLASS 1,MEDIUM,QUARTER POCKET,3.0,0.0,0.0,0.0,0.0,0,0,1,25,1,4
2023-01-25,APPLES,SUNDOWNER,CLASS 1,MEDIUM,ECONOMIC PACK,12.0,84.85,90.0,84.0,87.0,1188,14,2,25,1,4
2023-01-25,APPLES,SUNDOWNER,CLASS 2,MEDIUM,DOMPLE JUMBLE,9.0,74.1,75.0,65.0,70.0,2075,28,295,25,1,4
2023-01-25,APPLES,SUNDOWNER,CLASS 2,SMALL,DOMPLE JUMBLE,9.0,40.28,60.0,40.0,50.0,2860,71,189,25,1,4
2023-01-25,APPLES,TOP RED,CLASS 1,EXTRA LARGE,CARTON,18.3,210.0,210.0,210.0,210.0,420,2,29,25,1,4
2023-01-25,APPLES,TOP RED,CLASS 1,LARGE,CARTON,18.3,210.0,210.0,210.0,210.0,420,2,17,25,1,4
2023-01-25,APPLES,TOP RED,CLASS 1,SMALL,CARTON,18.3,0.0,0.0,0.0,0.0,0,0,254,25,1,4
2023-01-24,APPLES,CRIPPS RED,CLASS 1,EXTRA LARGE,CARTON,18.3,215.55,230.0,210.0,220.0,3880,18,0,24,1,4
2023-01-24,APPLES,CRIPPS RED,CLASS 1,LARGE,CARTON,18.3,230.71,250.0,230.0,240.0,6460,28,0,24,1,4
2023-01-24,APPLES,CRIPPS RED,CLASS 1,SMALL,ECONOMIC PACK,12.0,0.0,0.0,0.0,0.0,0,0,186,24,1,4
2023-01-24,APPLES,FUJI,CLASS 1,EXTRA LARGE,CARTON,18.3,0.0,0.0,0.0,0.0,0,0,1,24,1,4
2023-01-24,APPLES,FUJI,CLASS 2,SMALL,DOMPLE JUMBLE,9.0,0.0,0.0,0.0,0.0,0,0,21,24,1,4
2023-01-24,APPLES,GOLDEN DELICIOUS,CLASS 1,SMALL,CARTON,18.3,136.36,230.0,80.0,155.0,21410,157,147,24,1,4
2023-01-24,APPLES,GOLDEN DELICIOUS,CLASS 1,EXTRA LARGE,CARTON,18.3,165.0,170.0,160.0,165.0,6930,42,37,24,1,4
2023-01-24,APPLES,GOLDEN DELICIOUS,CLASS 1,LARGE,CARTON,18.3,178.01,180.0,150.0,165.0,19760,111,363,24,1,4
2023-01-24,APPLES,GOLDEN DELICIOUS,CLASS 1,MEDIUM,CARTON,18.3,160.0,160.0,160.0,160.0,4800,30,39,24,1,4
2023-01-24,APPLES,GOLDEN DELICIOUS,CLASS 1,MEDIUM,ECONOMIC PACK,12.0,136.86,144.0,128.0,136.0,6296,46,254,24,1,4
2023-01-24,APPLES,GOLDEN DELICIOUS,CLASS 1,SMALL,ECONOMIC PACK,12.0,81.3,144.0,72.0,108.0,16260,200,489,24,1,4
2023-01-24,APPLES,GOLDEN DELICIOUS,CLASS 1,SMALL,CRATE,40.0,2533.33,2600.0,2500.0,2550.0,7600,3,32,24,1,4
2023-01-24,APPLES,GOLDEN DELICIOUS,CLASS 2,LARGE,DOMPLE JUMBLE,9.0,73.07,75.0,63.0,69.0,-6942,-95,293,24,1,4
2023-01-24,APPLES,GOLDEN DELICIOUS,CLASS 2,LARGE,DOMPLE JUMBLE,11.0,0.0,0.0,0.0,0.0,0,0,3,24,1,4
2023-01-24,APPLES,GOLDEN DELICIOUS,CLASS 2,MEDIUM,DOMPLE JUMBLE,9.0,63.94,70.0,63.0,66.5,38941,609,395,24,1,4
2023-01-24,APPLES,GOLDEN DELICIOUS,CLASS 2,SMALL,DOMPLE JUMBLE,9.0,68.66,75.0,30.0,52.5,23690,345,136,24,1,4
2023-01-24,APPLES,GOLDEN DELICIOUS,CLASS 1,MEDIUM,QUARTER POCKET,3.0,0.0,0.0,0.0,0.0,0,0,1,24,1,4
2023-01-24,APPLES,GRANNY SMITH,CLASS 1,MEDIUM,ECONOMIC PACK,12.0,166.35,192.0,156.0,174.0,6488,39,317,24,1,4
2023-01-24,APPLES,GRANNY SMITH,CLASS 1,SMALL,ECONOMIC PACK,12.0,81.6,120.0,72.0,96.0,408,5,337,24,1,4
2023-01-24,APPLES,GRANNY SMITH,CLASS 1,SMALL,CARTON,18.3,0.0,0.0,0.0,0.0,0,0,1,24,1,4
2023-01-24,APPLES,GRANNY SMITH,CLASS 1,EXTRA LARGE,CARTON,18.3,252.9,280.0,250.0,265.0,7840,31,147,24,1,4
2023-01-24,APPLES,GRANNY SMITH,CLASS 1,LARGE,CARTON,18.3,255.71,280.0,180.0,230.0,3580,14,61,24,1,4
2023-01-24,APPLES,GRANNY SMITH,CLASS 2,LARGE,DOMPLE JUMBLE,9.0,72.14,75.0,70.0,72.5,1010,14,35,24,1,4
2023-01-24,APPLES,GRANNY SMITH,CLASS 2,MEDIUM,DOMPLE JUMBLE,9.0,70.0,70.0,70.0,70.0,5600,80,88,24,1,4
